Statement,Label
"Gujarat: State sees over 1,200 fresh cases; 75k samples tested",1
Rajkot‰Ûªs Hingolgadh sanctuary to be developed as a tourism spot: Kunvarji Bavaliya,1
Gujarat govt to regularise illegal drinking water connections in urban areas,1
"In fight against drugs, Sirsa to take help of anganwadi workers, ex-military men",1
Death toll in Air India Express flight crash rises to 20,1
Bihar election 2020: BJP leaders begin 2-day virtual strategy meet today,1
Indian national arrested in $21 million H-1B visa fraud,1
"AYUSH Secretary says non-Hindi participants can leave meeting, sparks row",1
BSF kills five intruders from Pak at Punjab border,1
Rajasthan Assembly passes 13 Bills: BJP stages walkout after Deputy LoP confronts Speaker,1
UP suspends two DIG-rank officers over ‰Û÷corrupt acts‰Ûª,1
"Rallying behind Sonia and Rahul, CWC slams both letter and its spirit",1
"Congress crisis: Under fire, dissenters stand firm, later dial down to wait and watch",1
Military option on table if LAC talks fail: Gen Rawat,1
"LAC crisis: Jaishankar, Wang Yi likely to discuss steps in Moscow next month",1
"Top court says states can make categories in SCs, STs for deprived",1
Narmada dam power generation begins as water level crosses 130 metres,1
"Rajkot: ‰Û÷Racket of defrauding US citizens‰Ûª busted, 9 detained",1
Covid-19 in Strait Island: Alert in Andamans over impact on 59-member Great Andamanese,1
"Crop insurance: Restore state‰Ûªs share in premium to 50%, Uddhav Thackeray tells Centre",1
Left parties likely to have alliance with RJD for Bihar polls,1
"SC court order on sub-classifying SCs, STs: JDU says order a vindication, BJP wary, RJD wants data",1
"Coronavirus August 29 Updates: No local lockdowns outside containment zones without consulting Centre, MHA tells states",1
Kartarpur corridor: Pakistani team surveys Ravi overbridge on Indian side,1
PM Modi: Commitment to be self-sufficient in defence production not limited to talks or papers,1
‰Û÷Only way for world to escape pandemic‰Ûª: Kerala man in UAE describes being part of vaccine trial,1
Shiv Sena hits out at Congress leaders who wrote letter to Sonia Gandhi,1
PDP leaders detained while trying to take out protest march against detention of Kashmiris,1
Jitan Ram Manjhi meets Nitish Kumar amid speculations of return to NDA,1
"Ready to wait for issues to be addressed, willing to be on panel to chart way: Ghulam Nabi Azad",1
7 Opposition CMs say will move Supreme Court to seek NEET-JEE deferment,1
"Coronavirus vaccine: Doctor, PhD candidate get first shots as Oxford trials start in Pune",1
"Uddhav Thackeray: All powers concentrated in one hand, what‰Ûªs meaning of state govt",1
Haryana Assembly monsoon session lasts 168 minutes,1
Revenue of states down‰Û? Centre concerned about how to topple govts: Gehlot,1
Solicitor General turns down plea to allow contempt case against Swara Bhasker,1
"After learn and work from home, now beekeeping training goes online",1
Defence seems bent upon delaying Babri mosque demolition trial: CBI court,1
PNB scam accused Mehul Choksi moves HC against Netflix ‰Û÷Bad Boy Billionaires‰Ûª documentary,1
"From GST compensation to NEET, JEE exams: What Mamata, Sonia, Uddhav said at Oppn meeting",1
BJP MP asks Shashi Tharoor to cancel IT panel meeting on 4G in J&K,1
Karnataka Covid-19 wrap: Yediyurappa launches Infosys Foundation-funded Bengaluru Broadway Hospital; recoveries cross 2 lakh-mark,1
As if no rule of law: SC panel chief to govt on Char Dham ‰Û÷violations‰Ûª,1
UP: Woman arrested for offensive video on Hindu deities in Prayagraj,1
"GST set to meet, Sushil Modi says Centre morally bound to pay states",1
Mahad Building collapse: Timely warning by two 5th floor residents helped save many lives,1
Mahad Building collapse: ‰Û÷Building started developing cracks three years after it was constructed‰Ûª,1
Gir lioness Collarwali who littered at 17 dies in Amreli,1
"Nagpur civic chief tests positive, district Covid toll crosses 800",1
"Cotton crop in peril in Abohar, damage acreage likely to rise",1
Gujarat govt not to appeal against recovery of compensation in atrocity cases,1
"Amid concerns, CMs to meet on progress of agri reforms",1
Bengaluru project: Top court asks builders to compensate flat owners for ‰Û÷gross delay‰Ûª,1
"Over a month after it started operations, Punjab‰Ûªs first plasma bank manages 12 donors",1
"Captain Amarinder Singh hails CWC resolution, questions dissenters",1
"Congress Working Committee Meeting: ‰Û÷Unanimously resolved to strengthen hands of Sonia, Rahul Gandhi‰Ûª",1
15-hour rescue in Uttarakhand: ITBP team carries injured woman 45 km,1
Order ‰Û÷girdwari‰Ûª to assess damage to cotton crop: Sukhbir Singh Badal to CM,1
"Haryana‰Ûªs Covid toll crosses 600, six Vidhan Sabha staff among 1,096 new cases",1
"Facing dissent within, Sonia offers to quit, sets off chorus of support for herself, Rahul",1
"Day after, Kurien says intention behind letter to Sonia Gandhi only to strengthen party",1
"Sushant Singh Rajput case: ‰Û÷Uddhav never interferes in issues of law and order‰Û? Aaditya being targeted‰Ûª, says Sanjay Raut",1
Medical council comes up with pandemic management module for undergrad students,1
"Rajasthan received over Rs 1,200 cr from cow protection surcharge in 2 years: Govt",1
"Kapil Mishra at launch, Bloomsbury India scraps book on riots",1
‰Û÷Our focus is to create demand.. History proves the resilience of tourism‰Ûª: Prahlad Patel,1
"State sees record 5,375 new Covid cases, Lucknow remains a worry",1
Arrested from Meerut: 4 held for duping 32 people of Rs 8 cr through fake franchises,1
‰Û÷Haven‰Ûªt met family in 2 months. Talk to grandchild on video call‰Ûª: K K Shailaja,1
"Chinese firm sole foreign bidder, Railways cancels tender for Vande Bharat trainsets",1
Book BJP chief for violating Covid norms during Saurashtra tour: Congress,1
Freedom of speech extends to social media too: Vinod Dua to SC,1
"JDU, BJP welcome EC guidelines ahead of Bihar polls",1
"Indian man sentenced to life in prison for rape, murder in London",1
"Ahead of Bihar polls, EC issues guidelines for conduct of elections during Covid-19",1
14 Air India passengers have tested positive for COVID-19 till Thursday: Hong Kong govt,1
"Pranab Mukherjee remains haemodynamically stable, is on ventilatory support: Hospital",1
"Coronavirus India Updates, 21 August: Case fatality rate drops to 1.89%; institutional isolation must for 50-plus patients in Mumbai",1
"Supreme Court urges rethink, Prashant Bhushan stands firm: no apology, my duty to future",1
Leauva Patel leader receives state BJP chief at Khodaldham,1
"LAC: Border mechanism meets, fails to make headway on disengagement",1
"Farooq holds in-person meeting with NC leaders, says all-party meet soon",1
Surat textile factories fly in migrant workers from their home states,1
"As Congress reaches out to Dalits, Brahmins in UP, friction comes to the fore",1
Housing dept lukewarm to reforms proposed by Jitendra Awhad to expedite slum redevelopment projects,1
Ashwani Kumar: ‰Û÷We cannot anchor our strategy only in saying what is wrong with BJP‰Ûª,1
Swachh Survekshan 2020: Indore named cleanest city for 4th year in a row,1
Nepal proposes meeting of boundary work group by September,1
Kerala: 6 held for killing pregnant wild bison,1
Manjhi‰Ûªs HAM quits Grand Alliance in Bihar ahead of polls,1
"Ladakh border row: India, China agreed to resolve outstanding issues in ‰Û÷expeditious manner‰Ûª, says MEA",1
Govt to charge passengers higher aviation security fee from Sept 1,1
Prashant Bhushan to SC: Would be insincere to apologise for tweets that ‰Û÷expressed my bona fide belief‰Ûª,1
"Dhaka raises concern on ‰Û÷rise in killings at border by BSF, Indian nationals‰Ûª",1
SMC begins screening at city‰Ûªs entry and exit points,1
Gujarat HC takes on record Yatin Oza‰Ûªs behaviour of ‰Û÷maligning the court‰Ûª,1
"22-year-old student held for ‰Û÷hacking GTU portal, stealing and leaking data‰Ûª",1
"Centre set to withdraw 10,000 paramilitary troops from Jammu and Kashmir",1
MSRTC buses to resume inter-district operations from today,1
"10.87 crore household, 85,784 community toilets constructed in rural areas since 2014: Centre to Bombay HC",1
"Maharashtra: Provide labourers facilities or face action, govt tells builders",1
Maharashtra: Sugar mills now want state govt to buy power at higher rates,1
Congress leaders call for use of tech for participation in Monsoon Session,1
Railways mulls health insurance cover for employees,1
"India, China expected to hold another round of diplomatic talks on Thursday",1
"Bihar govt to provide Rs 36 lakh, job each to families of CRPF jawans killed in militant attack",1
Remarks on leadership made last year‰Û? workers now want Rahul to return as party chief: Cong,1
S Jaishankar holds talks with Afghan foreign minister; discusses peace process,1
Vikas Dubey encounter case: SC dismisses plea against Justice (retd) B S Chauhan led panel,1
President accepts Ashok Lavasa‰Ûªs resignation as Election Commissioner,1
"Pranab Mukherjee health declines, son Abhijit says his father ‰Û÷stable‰Ûª",1
"Sushant Singh Rajput death case: SC orders CBI probe, asks Maharashtra to assist",1
"Madhya Pradesh minister tests positive for Covid, fifth in Chouhan Cabinet",1
Militant behind BJP leader‰Ûªs killing shot dead in Baramulla,1
"Visva-Bharati to seek CBI probe into ruckus over wall, wants FIRs against V-C withdrawn",1
Rave party at Vagator: Sunburn Klassique co-promoter arrested,1
"J&K: ACB files chargesheet against hotelier, 4 revenue officials",1
BJP faction closer to RSS trying to take advantage of Bengaluru violence to topple BSY: Siddaramaiah,1
Eye in the sky: Ninja drones to protect rail asset,1
PM Modi to announce results of cleanliness survey ‰Û÷Swachh Survekshan 2020‰Ûª on Thursday,1
Complete transparency in PM Cares fund management: BJP hits back at Rahul Gandhi,1
Covid-19: Election Commission to frame guidelines for polls within 3 days,1
"Bureaucrat among 1,092 new Covid cases",1
Trains to Konkan for Ganpati festival; CR reiterates: Yet to receive a final go-ahead from state,1
"Covid claims 3 more Maharashtra cops, toll 124",1
Maharashtra: 413 Covid deaths ‰ÛÒ highest in a day,1
"Industry should leverage strong anti-China sentiment, says AM Naik",1
"To minimise effect of floods, Bihar begins using AI, early warning system",1
Devendra Fadnavis set to play key role in BJP‰Ûªs campaign in Bihar polls,1
"India, Nepal to hold talks under ‰Û÷oversight mechanism‰Ûª on Aug 17: MEA",1
Independence Day celebration: Gujarat govt to felicitate 50 Covid warriors today,1
Maharashtra: State rolls out app to assist women facing domestic violence during pandemic,1
"Women in the force: Steady, slow steps",1
"Girl raped, killed in UP village; eyes gouged out, tongue slit: cops",1
Dairy farmers‰Ûª unrest turns into political battle turf between Raju Shetti and Sadabhau Khot,1
"‰Û÷After Covid, I want to travel to a nice place and rest for 4-5 days‰Ûª",1
"Mumbai: Stabbed 12 times outside mosque, businessman dies",1
"Chandrababu Naidu writes to Modi, accuses Jagan of tapping phones of Oppn leaders",1
"As RJD warms up to Shyam Rajak‰Ûªs ‰Û÷homecoming‰Ûª, JD(U) calls it ‰Û÷3-for-1‰Ûª",1
Nepal not cooperating in flood control: Bihar officials to House panel,1
"HP: 4% students not connected to online teaching, finds survey",1
"ED books Chinese national for ‰Û÷Rs 1,000 crore hawala racket‰Ûª",1
PM Modi‰Ûªs I-Day turban was a gift from farmer in Tapi district,1
CISF all set to take over security of Statue of Unity,1
"Nepal, India hold high-level talks amidst border row",1
Kerala Win-Win W-578 Lottery Today Results: First prize is Rs 75 lakh,1
J-K: Two militants eliminated in encounter after 3 security personnel killed in Baramulla attack,1
"Fire on 6th floor of Parliament Annexe Building, 7 engines at spot",1
Work at Rajasthan HC suspended after staff test positive,1
Have become landowner in Gairsain: Uttarakhand CM Rawat,1
J&K: Two held over communal social media clip,1
"Cultivate good habits to win war against Covid, says Gujarat CM",1
Gujarat: Paatil to visit Saurashtra from Aug 19,1
Violence erupts during panchayat meeting in UP‰Ûªs Pratapgarh; 2 killed,1
Former cricketer and Uttar Pradesh minister Chetan Chauhan dies of Covid-19,1
Kafeel Khan‰Ûªs detention under NSA extended by 3 months,1
"India Coronavirus Updates, 16 August: Recovery rate at 71.9%; devotees throng Vaishno Devi shrine",1
"Global Coronavirus Updates, August 15: Germany defends calling Spain virus ‰Û÷risk area‰Ûª",1
"Projects on Gangetic Dolphin, Asiatic Lions to be launched soon: PM Modi",1
Pranab Mukherjee‰Ûªs daughter: ‰Û÷He never missed a year to hoist Tricolour‰Ûª,1
‰Û÷This severance may not endure‰Ûª,1
A tribute to struggle for Independence in undivided Punjab,1
Gehlot wins trust vote: ‰Û÷message for forces trying to topple govts‰Ûª,1
"New era of normalcy begun due to Aug 2019 changes, says J&K L-G",1
LAC crisis: India envoy holds talks with China‰Ûªs apex military body,1
"J&K: Another militant attack, two policemen killed, 1 injured",1
Vadodara municipal commissioner among six IAS officers transferred,1
"Malappuram SP, District Collector who led Kozhikode crash rescue ops test Covid-19 positive",1
"US warns 5 Indian firms selling unapproved drugs, Covid ‰Û÷cures‰Ûª",1
"Pranab Mukherjee‰Ûªs health remains critical, still on ventilator support: Hospital",1
"SC holds Prashant Bhushan guilty of contempt over tweets against CJI, judiciary",1
"J&K: Two cops killed, one injured after militants attack police party in Nowgam",1
Reconsider capping rates for Covid treatment: IMA to state govt,1
"Centre holds meet with NSCN-IM, interlocutor absent",1
Bihar polls likely to be held on schedule,1
Rajasthan HC is hearing: SC refuses to pass interim order on BJP MLA‰Ûªs plea,1
NEP makes mainstream education available for all: Prakash Javadekar,1
"With manufacture, assembly of supercomputers in India, national mission enters phase 2",1
"India scoffs at China‰Ûªs new excuse for Ladakh stand-off, cites 3 reasons",1
Lake sediment study gives clues to glacier health and Indus valley civilisation,1
‰Û÷Possibility of sabotage can‰Ûªt be ruled out‰Ûª: Maharashtra minister on power outage,1
"News updates from Hindustan Times: Month after Dalit teenager‰Ûªs rape, minor raped by relative in Hathras and all the latest news",1
"15-year-old Dalit girl ends life after ‰Û÷rape‰Ûª, police ‰Û÷inaction‰Ûª in Bundelkhand",1
Ayush ministry launches raw drug repository for medicinal plant cultivation,1
"‰Û÷Black day, black decision‰Ûª: Mehbooba Mufti tweets message after her release",1
"4-year-old allegedly raped in Hathras, month after gang-rape of Dalit woman",1
"LIVE: India‰Ûªs Covid-19 tally crosses 7.2 million mark with 63,509 new cases",1
"Why Assam is shutting down madrassas, Sanskrit schools",1
"LIVE: India‰Ûªs cases per million among lowest, says health ministry",1
Student goes back on rape charge in court,1
"India, China agree to continue talks to resolve border tension",1
Tanishq drops ad after online trolling,1
"""Human Rights Can't Be Excuse For Defying Law Of Land"": Centre On Amnesty",1
The Delhi High Court today asked the North Delhi Municipal Corporation (NDMC) to disburse the pending salaries of municipal teachers and observed that no employee should be deprived of joy during the Diwali festival.,1
Union Finance Minister Nirmala Sitharaman today targeted Congress over party chief Sonia Gandhi's advice to party-ruled states to bypass the farm laws brought by Centre through legislative measures and said that the opposition party in its 2019 Lok Sabha manifesto had promised the Agricultural Produce Market Committees Act will be repealed.,1
BJP veterans LK Advani and Murli Manohar Joshi will not be present when a court in Uttar Pradesh announces its judgment in the Babri mosque case tomorrow.,1
"A model and YouTuber, who was posing as a journalist, has been arrested by the Mumbai police on Tuesday for allegedly posting abusive content against women on social media.",1
West Bengal Governor Jagdeep Dhankhar launched an attack on Chief Minister Mamata Banerjee on Tuesday over the situation in the state and the lack of response from her side despite him seeking information about the law and order situation in the state.,1
"The Supreme Court Tuesday dismissed Chhattisgarh government's plea against Judicial Commission's refusal to examine additional witnesses in the 2013 Jheeram Ghati naxal attack that killed 29 people, including leaders of the state Congress unit.",1
Union Finance Minister Nirmala Sitharaman today targeted Congress over party chief Sonia Gandhi's advice to party-ruled states to bypass the farm laws brought by Centre through legislative measures and said that the opposition party in its 2019 Lok Sabha manifesto had promised the Agricultural Produce Market Committees Act will be repealed.?Title,1
TMC inner conflict: Youth secretary Abhishek Banerjee to meet Hooghly leaders,1
People will continue struggling for resolution of Kashmir: PDP chief Mehbooba Mufti after release,1
Soldiers in Kashmir are being trained to kill drones,1
"Twenty states allowed to mobilize Rs 68,825 crore through open market borrowings",1
Ramesh Pokhriyal virtually inaugurates new facilities at IIT Roorkee,1
Woman scientist from Delhi finds solution for nuclear weapons in dust particles,1
"Rajya Sabha polls for 11 seats in UP, Uttarakhand on November 9: ECI",1
Vaccine from more than one source expected to be available early next year: Union Health Minister,1
"‰Û÷Irresponsible reporting by certain media houses‰Ûª: Bollywood producers, actors move court against two news channel",1
"Vice President tests negative for COVID-19, expected to resume normal activities soon",1
"Bihar Assembly Election 2020: More than 52,000 voters opt for postal ballots for Phase-1",1
Ramesh Pokhriyal Nishank to e-inaugurate infrastructure facilities at IIT Roorkee,1
PM Modi releases commemorative coin to celebrate the birth centenary of Rajmata Vijaya Raje Scindia,1
"FinMin announces Travel cash voucher, special festival advance schemes for government employees",1
BJP visits Governor at Raj Bhavan to demand CBI probe in Manish murder case,1
"India‰Ûªs coronavirus case tally crosses 71 lakh, 71,559 recovered in last 24 hours",1
"Major power failure across Mumbai, train lines affected",1
TN Dalit woman panchayat chief forced to sit on floor,1
Family of Hathras gang rape victim leaves to appear before Lucknow bench of Allahabad High Court,1
30 years dream of cinema hall in Kashmir shattered,1
Congress woman leader beaten by party workers for objections over allotment of ticket to rape accused,1
"India records over 70 lakh Covid cases, recoveries surpass 60-lakh mark",1
Hope that Biden administration will remove Green Card capping: Indian-origin lawmakers,1
COVID update: India sustains trend of consistently declining active cases,1
‰Û÷They need US to be their ally‰Ûª: Mike Pompeo on India amid China standoff,1
"Lalu Yadav gets bail but will stay in jail, won‰Ûªt campaign in elections for first time in 40 years",1
Hang pictures of Swami Vivekananda and BJP will rule for next 30 years: Biplab Kumar Deb,1
"India‰Ûªs Covid tally passes 69-lakh mark, 78,365 recovered in last 24 hours",1
‰Û÷Free media in India‰Ûª: Centre replies to China over Taiwan coverage guidelines,1
"Jayant, Oppn leaders urge people to oust ‰Û÷anti-democratic‰Ûª BJP from power",1
‰Û÷Void in our nation that will perhaps never be filled‰Ûª: PM Modi pays tribute to Ram Vilas Paswan,1
"Delhi needs to be prepared for 15,000 Covid cases per day during winter season: Report",1
"ITBP climbs 21,615 ft Gangotri II peak in Uttarakhand",1
Blind elephant to get therapy in UP elephant hospital,1
"India‰Ûªs Covid tally passes 68-lakh mark, recoveries cross 58-lakh mark",1
"PM Modi gives clarion call over coronavirus crisis, asks citizens to unite in fight against menace",1
Rafale fighter jet to be key highlight at IAF‰Ûªs 88th anniversary celebrations; PM Modi extends greetings,1
Atal tunnel expected to usher in development for Lahaul,1
India and Japan sign Memorandum of Cooperation in field of cybersecurity,1
"3 terrorists killed in Shopian, BJP leader escapes bid on life in Ganderbal",1
Prime Minister Modi wishes Russian President Putin on birthday,1
"Jagan meets PM Modi, discusses state issues",1
Occupying public places not acceptable: Supreme Court on Shaheen Bagh,1
"Actors, singers vie for tickets to contest polls in Bihar as Covid-19 hits film industry hard",1
Punjab Assembly session soon to scuttle farm laws: Capt,1
Yogi gives 10-day extension to Hathras SIT,1
"Gujarat sees 1,335 new Covid cases, 10 more deaths",1
Prakash Javadekar releases SOP for film exhibition,1
"‰Û÷No big deal, entire country being pushed, beaten up‰Ûª: Rahul Gandhi takes jibe on Modi government",1
Jagan rushes to Delhi; speculation rife YSRCP may join NDA & Cabinet,1
"China dared enter India & kill soldiers, Modi has weakened nation: Rahul",1
"India‰Ûªs Covid tally crosses 66.85 lakh, death toll surpasses 1.03 lakh",1
"Conducting free, fair, participative and safe elections in Bihar a priority: CEC",1
"PM Modi inaugurates RAISE 2020 virtual summit, bats for inclusive development using Artificial Intelligence",1
Government joins hands with Swiggy to take street food vendors online under PM SVANIDHI Scheme,1
Veteran Congress leader and former union minister Rasheed Masood passes away,1
"Hathras: UP Police files FIR under 19 charges including sedition, ‰Û÷international conspiracy‰Ûª",1
‰Û÷China can‰Ûªt get better of India‰Ûªs capabilities‰Ûª: Air Chief Marshal RKS Bhadauria on Ladakh standoff,1
Announcement of results of National Startup Awards 2020 tomorrow,1
"600 MW solar projects in Rajasthan to light up 4 lakh houses, generate employment",1
LG Sinha trying to strike chord with Kashmiri youth,1
CBI raids Karnataka Congress chief DK Shivakumar‰Ûªs premises in alleged corruption case,1
Uttarakhand SC/ST scholarship scam: Another accused held,1
"India, China to hold military level talks on 12 October",1
‰Ûª25 crore Indians to get Covid vaccine by July‰Ûª,1
"Despite Covid-19 fear, Khadi India‰Ûªs flagship CP outlet records sale on Gandhi Jayanti",1
Congress-ruled states expected to hold special Assembly sessions over farm bills,1
Rahul Gandhi kick starts three-day tractor rally to mark protest against government over farm bills in Punjab,1
"Hathras shocker: Group of upper caste men demands ‰Û÷justice for accused‰Ûª, says they were ‰Û÷falsely implicated‰Ûª",1
Delhi government decides to keep all schools shut till October 31,1
India‰Ûªs defence interests compromised by previous govts: Modi,1
Mild lathicharge by police to disperse Congress workers at Noida‰Ûªs DND,1
"After brief halt at DND, five people including Rahul, Priyanka allowed to head towards Hathras",1
"Additional Chief Secretary, DGP reaches Hathras; will submit report to CM upon returning",1
"Hathras horror: 5 policemen, including Superintendent of Police, suspended amid nationwide outrage",1
Prime Minister Narendra Modi inaugurates strategically important Atal Tunnel in Himachal Pradesh,1
‰Û÷No power can stop me‰Ûª: Rahul Gandhi to visit Hathras to meet victim‰Ûªs family today,1
Self-Reliant India Mission includes vision for global welfare: PM Modi,1
‰Û÷Char Dhams‰Ûª witness a surge in number of pilgrims now,1
Dalits will not get justice in UP under BJP rule: Azad,1
India‰Ûªs Covid-19 cases approaches close to 64-lakh while death toll nears 1-lakh mark,1
President Ram Nath Kovind‰Ûªs message to nation on Gandhi Jayanti,1
October 1 is UN International Day of Older Persons,1
Soldier killed in Pak firing in J&K district,1
Multiplexes to reopen with 50% seating from Oct 15,1
Lt. Governor Sinha calls for novel measures to save iconic Dal Lake from extinction,1
"Babri Demolition Case: All 32 accused including LK Advani, MM Joshi and Uma Bharti acquitted",1
"Karnataka police seize 6,000 marijuana plants",1
"India, B‰Ûªdesh pledge to bring down border incidents to zero",1
Jaishankar to visit Japan for Quad FMs meet on 6-7 Oct,1
"Bhim Army protests at Safdarjung hospital, demands death penalty for culprits of Hathras gang rape",1
Amnesty International halts India operation after government freezes its bank accounts,1
Kargil distancing itself from Leh‰Ûªs demand for 6th Schedule for Ladakh,1
"India: Pakistan delisted 4,000 terrorists during coronavirus",1
Andhra CM asks PM Modi for Bharat Ratna to SP Balasubramanyam,1
"PM Modi launches logo of Jal Jeevan Mission, six mega projects under Namami Gange Mission in Uttarakhand",1
"Durga Puja scaled down, Navratri festival called off in Gujarat",1
Labour minister defends new labour law,1
"Dalit woman from UP, who was raped two weeks ago, succumbed to injuries in Delhi hospital",1
SC asks UPSC to apprise of arrangements for civil services prelims,1
‰Û÷We stand by farmers; will do everything to oppose farm bills‰Ûª: Captain Amarinder Singh stages protest,1
Suspected Covid positive candidates can take law exam in isolation room: Supreme Court,1
"PETA urges Modi to shut slaughterhouses, meat shops on Gandhi Jayanti",1
‰Û÷Bengaluru has become epicentre of terror activities‰Ûª: BJP MP Tejasvi Surya,1
"‰Û÷Fortunate to have affection, blessings of Lata Didi‰Ûª: PM Modi wishes legendary singer on her birthday",1
"Donald Trump‰Ûªs firms paid $1,45,400 tax in India in 2017: Report",1
Parl session ends before scheduled date; still unclear if it was over Covid fear or Opp boycott,1
RJD vows 10 lakh govt jobs if voted to power,1
India records over 60 lakh coronavirus cases; recovery toll passes 50-lakh mark,1
Former Bihar DGP Gupteshwar Pandey joins Nitish Kumar‰Ûªs JD(U) ahead of elections,1
Indian Army lauds sacrifices of animal transport warriors,1
Hema Malini writes to Union Labour Minister in support of EPS-95 pensioners,1
"‰Û÷Our farmers, villages are foundation of Atma Nirbhar Bharat‰Ûª: PM Modi at Mann Ki Baat",1
"‰Û÷After serving for 40 years, asked to leave party post‰Ûª: Bengal BJP leader Rahul Sinha over reshuffle",1
Former union minister Jaswant Singh dies in Delhi; PM Modi pays tribute,1
Shiromani Akali Dal quits NDA due to differences over controversial farm bills,1
Prime Minister Narendra Modi to deliver virtual address at annual UNGA today evening,1
"PM Modi extends Birthday greetings to Manmohan Singh; prays for his long, healthy life",1
"‰Û÷Terrorism, ethnic cleansing‰Ûª were Pakistan‰Ûªs only crowning glory for last 70 years: India at UNGA",1
Farmers hold road blockades in UP to demand rollback of agri legislations,1
CBI books 4 former CBSE officers in illegal recruitment scam,1
PM Narendra Modi gets thumbs up in Bihar even as Nitish remains unpopular,1
NDA government created history in MSP hikes: PM Modi,1
Singer SP Balasubrahmanyam passes away in Chennai hospital; was admitted after testing positive for Covid,1
‰Û÷Social media platforms should make adequate arrangements to safeguard against misuse‰Ûª: ECI,1
Election Commission extends polling time by 1-hour for Bihar Assembly elections,1
Bihar Assembly elections to be held in three phases beginning on October 28; results on November 10,1
"India, other G-4 nations press for urgent expansion of UNSC",1
"Centre violated law, used funds for GST compensation elsewhere: CAG",1
Allahabad High Court turns down plea to rename itself,1
Crime against women: Posters of guilty to be displayed in UP,1
Delhi court directs Tihar authorities to ensure Umar Khalid‰Ûªs safety,1
"‰Û÷Second wave of coronavirus at its peak in Delhi,‰Ûª says Arvind Kejriwal, cites experts",1
Congress leader Salman Khurshid named in police chargesheet in connection with Delhi riots case,1
"Massive fire breaks out at ONGC plant in Gujarat, no casualty reported; PM Modi monitoring rescue ops",1
"Sandalwood drugs case: Bengaluru Police suspend ACP, constable for leaking crucial info",1
U‰Ûªkhand govt issues new guidelines for free tourist movement in state,1
Duty bound to uphold dignity of Upper House: Venkaiah Naidu,1
Honoured to be part of PM Modi‰Ûªs Fit India Dialogue: Virat Kohli,1
"PM Modi to inaugurate Atal Tunnel on Oct 3, CM reviews preparations",1
Rajya Sabha adjourned sine die amid opposition boycott,1
Rajya Sabha passes FCRA Bill amid opposition boycott,1
‰Û÷Over 1.26 cr AB-PMJAY beneficiaries got free treatment in 2 yrs‰Ûª,1
Activist for tribals‰Ûª cause banned from SoU area,1
Govt will consider revoking suspension of 8 MPs only after they apologise: Ravi Shankar Prasad,1
Boycott proceedings of Rajya Sabha till three key demands are met: Opposition,1
India‰Ûªs Covid cases tally crosses 55-lakh mark; records highest single-day recovery,1
CIBA develops new product to curb bacterial disease,1
MSP of wheat hiked ‰Ûª50 per quintal,1
Need for ‰Û÷reformed multilateralism‰Ûª to address today‰Ûªs challenges: PM Modi at United Nations,1
"‰Û÷Extremely anguished, distressed‰Ûª: Deputy Chairman of Rajya Sabha observes one-day fast",1
Conspiracy grew right after 2019 parliamentary elections: Police in Delhi riots chargesheet,1
"PM lauds RS Dy Chair for serving tea to protesting MPs, says ‰Û÷Bihar‰Ûª teaching us value of democracy for centuries",1
West UP farmers up in arms against Centre‰Ûªs legislations,1
Tablighi Jamaat event ‰Û÷also‰Ûª led to spread of virus among ‰Û÷many persons‰Ûª: Government in Parliament,1
Over 78% people used connections to get Covid-19 ICU bed: Survey,1
"‰Û÷Farm bills needed for 21st century, system of MSP will continue‰Ûª: PM Modi",1
"Lockdown imposed in 10 districts of Chhattisgarh, capital Raipur declared containment zone",1
Tourist guide alleges she was gang-raped at five-star hotel near India Gate in Delhi,1
"10 killed, dozens feared trapped as three-storeyed building collapses near Mumbai; PM prays for quick recovery",1
"India records over 86,000 fresh cases in 24 hours; death toll crosses 87,000 mark",1
"Venkaiah Naidu suspends 8 opposition MPs, including Derek O Brien, Sanjay Singh, over ‰Û÷unruly behaviour‰Ûª",1
Body remains of 4 more victims of Kedarnath disaster recovered,1
"Parliament monsoon session likely to cut-short amidst rising coronavirus cases, LS Speaker to take final call",1
India‰Ûªs Covid tally crosses 54-lakh mark; recovery of cases surmounts report of new cases,1
Centre plans to allow companies with 300 workers to hire and fire employees without permission,1
"Opposing farm bills in Rajya Sabha, Congress says ‰Û÷will not sign on death warrant‰Ûª",1
"AIADMK, DMK gear up for 2021 Assembly elections",1
"J& K Governor announces `1,350 crore economic relief package for business, tourism",1
U‰Ûªkhand to relax Covid curbs for tourists,1
NEP sets vision of developing equitable and vibrant knowledge society: President Kovind,1
IIT Roorkee alumnus develops algorithm to identify and report social media posts on misogyny,1
"Freelance journalist, who also worked for China‰Ûªs Global Times, arrested for spying in Delhi",1
Karnataka‰Ûªs Covid tally crosses 5 lakh,1
"Record 95,880 patients recovered from Covid in 24 hours, cases cross 53-lakh mark",1
We suffered less casualties than India in Galwan Valley clash: China,1
Fresh ops underway to find bodies of 2013 Kedarnath flash flood victims,1
"Peace deal won‰Ûªt lead to honourable solution without separate flag, constitution: Naga group",1
"UP cop beats, pushes on ground physically handicapped e-rickshaw driver in Kannauj; suspended",1
Covid: India‰Ûªs tally passes 52L; recovery rate 78.86 pc,1
"NIA nabs 9 Al-Qaeda terrorists from Kerala, Bengal; were motivated to attack locations including Delhi",1
